,classes,3,4,12,15,18,22,27,33,Total,bacia,model,version,year
381,15,0,0,0,0,0,0,0,0,0,744,Temporal,9,1986
382,18,0,0,0,0,0,0,0,0,0,744,Temporal,9,1986
383,22,0,1,0,0,0,1,0,0,2,744,Temporal,9,1986
384,27,0,0,0,0,0,0,0,0,0,744,Temporal,9,1986
385,33,0,0,0,0,0,0,0,1,1,744,Temporal,9,1986
386,Total,27,482,35,0,0,6,0,3,553,744,Temporal,9,1986
387,3,6,2,0,0,0,0,0,0,8,745,Temporal,9,2019
388,4,23,29,0,0,0,2,0,0,54,745,Temporal,9,2019
389,12,0,0,0,0,0,1,0,0,1,745,Temporal,9,2019
390,15,0,0,0,0,0,0,0,0,0,745,Temporal,9,2019
391,18,0,0,0,0,0,0,0,0,0,745,Temporal,9,2019
392,22,0,0,0,0,0,0,0,0,0,745,Temporal,9,2019
393,27,0,0,0,0,0,0,0,0,0,745,Temporal,9,2019
394,33,0,0,0,0,0,0,0,0,0,745,Temporal,9,2019
395,Total,29,31,0,0,0,3,0,0,63,745,Temporal,9,2019
396,3,38,9,0,0,0,0,0,0,47,7741,Temporal,5,2022
397,4,20,89,4,0,0,0,0,0,113,7741,Temporal,5,2022
398,12,2,5,3,0,0,0,0,0,10,7741,Temporal,5,2022
