,classes,3,4,12,15,18,22,33,Total,bacia,model,version,year
218,12,1,1,0,0,0,1,0,3,752,Spatial,9,2008
219,15,0,0,0,0,0,0,0,0,752,Spatial,9,2008
220,18,0,0,0,0,0,0,0,0,752,Spatial,9,2008
221,22,0,0,1,0,0,2,0,3,752,Spatial,9,2008
222,33,0,0,0,0,0,1,2,3,752,Spatial,9,2008
223,Total,13,139,13,0,0,5,2,172,752,Spatial,9,2008
224,3,0,8,0,0,0,0,0,8,76111,Spatial,5,2001
225,4,0,23,3,0,0,1,0,27,76111,Spatial,5,2001
226,12,0,0,0,0,0,0,0,0,76111,Spatial,5,2001
227,15,0,0,0,0,0,0,0,0,76111,Spatial,5,2001
228,18,0,0,0,0,0,0,0,0,76111,Spatial,5,2001
229,22,0,0,0,0,0,1,0,1,76111,Spatial,5,2001
230,33,0,0,0,0,0,0,3,3,76111,Spatial,5,2001
231,Total,0,31,3,0,0,2,3,39,76111,Spatial,5,2001
232,3,1,4,0,0,0,0,0,5,7619,Spatial,5,2022
233,4,5,204,38,0,0,9,0,256,7619,Spatial,5,2022
234,12,2,2,2,0,0,3,0,9,7619,Spatial,5,2022
235,15,0,0,0,0,0,0,0,0,7619,Spatial,5,2022
236,18,0,0,0,0,0,0,0,0,7619,Spatial,5,2022
237,22,1,0,0,0,0,0,0,1,7619,Spatial,5,2022
238,33,0,0,0,0,0,0,0,0,7619,Spatial,5,2022
239,Total,9,210,40,0,0,12,0,271,7619,Spatial,5,2022
240,3,13,11,0,0,0,1,0,25,753,Spatial,5,2018
241,4,66,232,1,0,0,7,1,307,753,Spatial,5,2018
242,12,0,7,0,0,0,1,0,8,753,Spatial,5,2018
243,15,0,0,0,0,0,0,0,0,753,Spatial,5,2018
244,18,0,0,0,0,0,0,0,0,753,Spatial,5,2018
245,22,2,1,0,0,0,18,0,21,753,Spatial,5,2018
246,33,3,3,0,0,0,1,10,17,753,Spatial,5,2018
247,Total,84,254,1,0,0,28,11,378,753,Spatial,5,2018
248,3,1,2,0,0,0,0,0,3,752,Spatial,5,2011
249,4,28,75,1,0,0,0,0,104,752,Spatial,5,2011
250,12,2,0,0,0,0,1,0,3,752,Spatial,5,2011
251,15,0,0,0,0,0,0,0,0,752,Spatial,5,2011
252,18,0,0,0,0,0,0,0,0,752,Spatial,5,2011
253,22,0,1,0,0,0,2,0,3,752,Spatial,5,2011
254,33,1,0,0,0,0,0,2,3,752,Spatial,5,2011
255,Total,32,78,1,0,0,3,2,116,752,Spatial,5,2011
256,3,0,1,0,0,0,0,0,1,7421,Spatial,9,1997
257,4,1,60,3,0,0,1,0,65,7421,Spatial,9,1997
258,12,0,0,0,0,0,3,0,3,7421,Spatial,9,1997
259,15,0,0,0,0,0,0,0,0,7421,Spatial,9,1997
260,18,0,0,0,0,0,0,0,0,7421,Spatial,9,1997
261,22,0,0,0,0,0,0,0,0,7421,Spatial,9,1997
262,33,0,0,0,0,0,0,0,0,7421,Spatial,9,1997
263,Total,1,61,3,0,0,4,0,69,7421,Spatial,9,1997
264,3,122,209,0,0,0,5,2,338,Caatinga,Spatial,9,2016
265,4,292,4375,332,0,0,71,0,5070,Caatinga,Spatial,9,2016
266,12,1,57,63,0,0,45,1,167,Caatinga,Spatial,9,2016
267,15,0,0,0,0,0,0,0,0,Caatinga,Spatial,9,2016
268,18,0,0,0,0,0,0,0,0,Caatinga,Spatial,9,2016
269,22,6,23,10,0,0,61,2,102,Caatinga,Spatial,9,2016
270,33,5,13,7,0,0,9,73,107,Caatinga,Spatial,9,2016
271,Total,426,4677,412,0,0,191,78,5784,Caatinga,Spatial,9,2016
272,3,4,3,0,0,0,0,0,7,745,Spatial,5,2012
273,4,17,32,3,0,0,1,0,53,745,Spatial,5,2012
274,12,0,0,0,0,0,1,0,1,745,Spatial,5,2012
275,15,0,0,0,0,0,0,0,0,745,Spatial,5,2012
276,18,0,0,0,0,0,0,0,0,745,Spatial,5,2012
277,22,0,0,0,0,0,0,0,0,745,Spatial,5,2012
278,33,0,0,0,0,0,0,0,0,745,Spatial,5,2012
279,Total,21,35,3,0,0,2,0,61,745,Spatial,5,2012
280,3,0,0,0,0,0,0,0,0,7614,Spatial,5,1991
281,4,10,62,8,0,0,0,0,80,7614,Spatial,5,1991
282,12,0,0,0,0,0,0,0,0,7614,Spatial,5,1991
283,15,0,0,0,0,0,0,0,0,7614,Spatial,5,1991
284,18,0,0,0,0,0,0,0,0,7614,Spatial,5,1991
285,22,0,0,0,0,0,0,0,0,7614,Spatial,5,1991
286,33,0,0,0,0,0,0,0,0,7614,Spatial,5,1991
287,Total,10,62,8,0,0,0,0,80,7614,Spatial,5,1991
