,classes,3,4,12,15,18,22,33,Total,bacia,model,version,year,27
49647,3,0,1,0,0,0,0,0,1,7619,GTB,6,1986,
49648,4,2,32,3,0,0,0,0,37,7619,GTB,6,1986,
49649,12,0,0,0,1,0,0,0,1,7619,GTB,6,1986,
49650,15,0,0,0,1,0,0,0,1,7619,GTB,6,1986,
49651,18,0,0,0,0,0,0,0,0,7619,GTB,6,1986,
49652,22,0,0,0,0,0,0,0,0,7619,GTB,6,1986,
49653,33,0,0,0,0,0,0,0,0,7619,GTB,6,1986,
49654,Total,2,33,3,2,0,0,0,40,7619,GTB,6,1986,
49655,3,8,8,0,0,0,0,0,16,754,GTB,9,2017,0.0
49656,4,34,360,0,56,40,7,0,497,754,GTB,9,2017,0.0
49657,12,0,6,0,8,1,1,0,16,754,GTB,9,2017,0.0
49658,15,5,94,0,107,27,10,0,243,754,GTB,9,2017,0.0
49659,18,2,7,0,3,2,1,0,15,754,GTB,9,2017,0.0
49660,22,0,1,0,2,1,1,1,6,754,GTB,9,2017,0.0
49661,27,0,0,0,1,0,0,0,1,754,GTB,9,2017,0.0
49662,33,3,2,0,3,1,0,5,14,754,GTB,9,2017,0.0
49663,Total,52,478,0,180,72,20,6,808,754,GTB,9,2017,0.0
49664,3,0,0,0,0,0,0,0,0,773,GTB,7,1986,
49665,4,0,2,0,2,2,0,0,6,773,GTB,7,1986,
49666,12,0,0,0,1,0,0,0,1,773,GTB,7,1986,
49667,15,0,3,0,8,2,0,0,13,773,GTB,7,1986,
49668,18,0,0,0,0,0,0,0,0,773,GTB,7,1986,
49669,22,0,0,0,0,0,0,0,0,773,GTB,7,1986,
49670,33,0,0,0,0,0,0,0,0,773,GTB,7,1986,
49671,Total,0,5,0,11,4,0,0,20,773,GTB,7,1986,
49672,3,8,9,1,0,0,0,0,18,763,GTB,5,1996,0.0
49673,4,18,145,13,33,0,1,0,210,763,GTB,5,1996,0.0
49674,12,0,3,6,5,0,0,1,15,763,GTB,5,1996,0.0
49675,15,1,14,2,107,0,18,0,142,763,GTB,5,1996,0.0
49676,18,0,0,0,1,0,0,0,1,763,GTB,5,1996,0.0
49677,22,0,1,2,0,0,1,1,5,763,GTB,5,1996,0.0
49678,27,0,0,0,0,0,0,0,0,763,GTB,5,1996,0.0
49679,33,0,0,0,0,0,0,2,2,763,GTB,5,1996,0.0
49680,Total,27,172,24,146,0,20,4,393,763,GTB,5,1996,0.0
49681,3,0,6,0,0,0,0,0,6,767,GTB,7,1990,
49682,4,1,32,0,11,0,1,0,45,767,GTB,7,1990,
49683,12,0,0,0,0,0,0,0,0,767,GTB,7,1990,
49684,15,0,7,1,22,1,2,0,33,767,GTB,7,1990,
49685,18,0,0,0,0,1,0,0,1,767,GTB,7,1990,
49686,22,0,0,0,0,0,0,0,0,767,GTB,7,1990,
49687,33,0,0,0,0,0,0,0,0,767,GTB,7,1990,
49688,Total,1,45,1,33,2,3,0,85,767,GTB,7,1990,
49689,3,0,5,1,0,0,0,0,6,7619,GTB,9,1994,0.0
49690,4,0,201,50,11,6,6,0,274,7619,GTB,9,1994,0.0
49691,12,0,2,4,0,0,1,4,13,7619,GTB,9,1994,2.0
49692,15,0,6,6,13,31,8,1,65,7619,GTB,9,1994,0.0
49693,18,0,1,0,0,0,0,0,1,7619,GTB,9,1994,0.0
49694,22,0,1,0,0,0,0,0,1,7619,GTB,9,1994,0.0
49695,27,0,0,0,0,0,0,0,0,7619,GTB,9,1994,0.0
49696,33,0,0,0,0,0,0,2,2,7619,GTB,9,1994,0.0
49697,Total,0,216,61,24,37,15,7,362,7619,GTB,9,1994,2.0
49698,3,1,3,0,1,0,0,0,5,756,GTB,5,2005,0.0
49699,4,16,161,27,59,0,2,1,266,756,GTB,5,2005,0.0
49700,12,1,0,1,3,0,1,1,7,756,GTB,5,2005,0.0
49701,15,1,45,13,75,0,4,0,138,756,GTB,5,2005,0.0
49702,18,0,1,0,0,0,0,0,1,756,GTB,5,2005,0.0
49703,22,0,1,4,1,0,3,0,9,756,GTB,5,2005,0.0
49704,27,0,0,0,0,0,0,0,0,756,GTB,5,2005,0.0
49705,33,0,2,0,0,0,0,7,9,756,GTB,5,2005,0.0
49706,Total,19,213,45,139,0,10,9,435,756,GTB,5,2005,0.0
49707,3,1,0,0,1,0,0,0,2,775,GTB,10,2010,0.0
49708,4,0,3,0,2,0,0,0,5,775,GTB,10,2010,0.0
49709,12,0,0,0,0,0,0,1,1,775,GTB,10,2010,0.0
49710,15,0,3,0,6,0,3,1,15,775,GTB,10,2010,2.0
49711,18,0,0,0,0,0,0,0,0,775,GTB,10,2010,0.0
49712,22,0,0,0,0,0,0,0,0,775,GTB,10,2010,0.0
49713,27,0,0,0,0,0,0,0,0,775,GTB,10,2010,0.0
49714,33,0,0,0,0,0,0,0,0,775,GTB,10,2010,0.0
49715,Total,1,6,0,9,0,3,2,23,775,GTB,10,2010,2.0
49716,3,3,15,0,0,0,0,0,18,763,GTB,9,2001,0.0
49717,4,13,159,4,17,14,2,0,209,763,GTB,9,2001,0.0
49718,12,0,4,4,4,1,2,0,15,763,GTB,9,2001,0.0
49719,15,2,34,1,68,31,7,0,143,763,GTB,9,2001,0.0
49720,18,0,0,0,0,1,0,0,1,763,GTB,9,2001,0.0
49721,22,0,0,2,0,0,2,0,4,763,GTB,9,2001,0.0
49722,27,0,0,0,0,0,0,0,0,763,GTB,9,2001,0.0
49723,33,0,0,0,0,0,1,2,3,763,GTB,9,2001,0.0
49724,Total,18,212,11,89,47,14,2,393,763,GTB,9,2001,0.0
49725,3,1,0,0,0,0,0,0,1,775,GTB,6,2000,
49726,4,0,3,0,0,0,0,0,3,775,GTB,6,2000,
49727,12,0,0,0,0,0,0,1,1,775,GTB,6,2000,
49728,15,0,0,0,3,0,1,0,4,775,GTB,6,2000,
49729,18,0,0,0,0,0,0,0,0,775,GTB,6,2000,
49730,22,0,0,0,0,0,0,0,0,775,GTB,6,2000,
49731,33,0,0,0,0,0,0,0,0,775,GTB,6,2000,
49732,Total,1,3,0,3,0,1,1,9,775,GTB,6,2000,
49733,3,2,1,0,0,0,0,0,3,7612,GTB,7,2007,
49734,4,10,35,5,12,4,0,0,66,7612,GTB,7,2007,
49735,12,0,2,1,1,2,1,0,7,7612,GTB,7,2007,
49736,15,0,7,7,7,5,0,0,26,7612,GTB,7,2007,
49737,18,0,0,0,0,0,0,0,0,7612,GTB,7,2007,
49738,22,0,0,0,0,0,1,0,1,7612,GTB,7,2007,
49739,33,0,0,0,0,0,3,0,3,7612,GTB,7,2007,
49740,Total,12,45,13,20,11,5,0,106,7612,GTB,7,2007,
49741,3,0,1,0,0,0,0,0,1,7421,GTB,5,2000,0.0
49742,4,2,55,2,4,0,1,0,64,7421,GTB,5,2000,0.0
49743,12,0,1,0,0,0,1,0,2,7421,GTB,5,2000,0.0
49744,15,0,6,1,7,0,2,0,16,7421,GTB,5,2000,0.0
49745,18,0,0,0,1,0,0,0,1,7421,GTB,5,2000,0.0
49746,22,0,0,0,0,0,0,0,0,7421,GTB,5,2000,0.0
49747,27,0,0,0,0,0,0,0,0,7421,GTB,5,2000,0.0
49748,33,0,0,0,0,0,0,0,0,7421,GTB,5,2000,0.0
49749,Total,2,63,3,12,0,4,0,84,7421,GTB,5,2000,0.0
49750,3,3,4,0,0,0,0,0,7,776,GTB,6,1988,
49751,4,6,50,8,22,0,1,0,87,776,GTB,6,1988,
49752,12,0,1,5,0,0,3,0,9,776,GTB,6,1988,
49753,15,0,5,2,38,0,18,0,63,776,GTB,6,1988,
49754,18,0,0,0,0,0,0,0,0,776,GTB,6,1988,
49755,22,0,0,2,0,0,0,0,2,776,GTB,6,1988,
49756,33,0,0,0,0,0,0,0,0,776,GTB,6,1988,
49757,Total,9,60,17,60,0,22,0,168,776,GTB,6,1988,
49758,3,0,0,0,0,0,0,0,0,7421,GTB,7,1994,
49759,4,0,7,1,0,3,1,0,12,7421,GTB,7,1994,
49760,12,0,0,0,0,1,0,0,1,7421,GTB,7,1994,
49761,15,0,2,0,0,3,1,0,6,7421,GTB,7,1994,
49762,18,0,0,0,0,0,0,0,0,7421,GTB,7,1994,
49763,22,0,0,0,0,0,0,0,0,7421,GTB,7,1994,
49764,33,0,0,0,0,0,0,0,0,7421,GTB,7,1994,
49765,Total,0,9,1,0,7,2,0,19,7421,GTB,7,1994,
49766,3,30,13,0,1,0,0,1,49,7741,GTB,5,2002,4.0
49767,4,40,67,11,15,0,0,0,140,7741,GTB,5,2002,7.0
49768,12,1,6,2,1,0,0,0,10,7741,GTB,5,2002,0.0
49769,15,8,45,2,96,0,2,1,163,7741,GTB,5,2002,9.0
49770,18,0,1,0,0,0,0,0,1,7741,GTB,5,2002,0.0
49771,22,0,0,1,0,0,0,0,1,7741,GTB,5,2002,0.0
49772,27,0,0,0,0,0,0,0,0,7741,GTB,5,2002,0.0
49773,33,0,0,0,0,0,0,0,0,7741,GTB,5,2002,0.0
49774,Total,79,132,16,113,0,2,2,364,7741,GTB,5,2002,20.0
49775,3,24,8,0,0,0,1,0,33,753,GTB,5,2004,0.0
49776,4,93,219,0,30,0,9,0,351,753,GTB,5,2004,0.0
49777,12,3,5,1,4,0,1,0,14,753,GTB,5,2004,0.0
49778,15,10,53,0,26,0,18,0,107,753,GTB,5,2004,0.0
49779,18,4,8,0,3,0,14,0,29,753,GTB,5,2004,0.0
49780,22,2,3,1,1,0,14,0,23,753,GTB,5,2004,2.0
49781,27,0,0,0,0,0,0,0,0,753,GTB,5,2004,0.0
49782,33,2,3,0,0,0,1,14,20,753,GTB,5,2004,0.0
49783,Total,138,299,2,64,0,58,14,577,753,GTB,5,2004,2.0
49784,3,0,0,0,0,0,0,0,0,7616,GTB,7,1988,
49785,4,3,27,17,4,8,1,2,62,7616,GTB,7,1988,
49786,12,0,0,3,0,0,0,0,3,7616,GTB,7,1988,
49787,15,0,2,0,7,4,0,0,13,7616,GTB,7,1988,
49788,18,0,2,1,0,2,0,0,5,7616,GTB,7,1988,
49789,22,0,0,0,0,0,0,0,0,7616,GTB,7,1988,
49790,33,0,0,0,0,0,0,0,0,7616,GTB,7,1988,
49791,Total,3,31,21,11,14,1,2,83,7616,GTB,7,1988,
49792,3,4,2,0,0,0,0,0,6,744,GTB,7,2014,
49793,4,27,171,9,6,34,1,2,250,744,GTB,7,2014,
49794,12,0,2,4,4,0,1,0,11,744,GTB,7,2014,
49795,15,1,4,6,15,12,6,0,44,744,GTB,7,2014,
49796,18,0,2,2,0,1,0,0,5,744,GTB,7,2014,
49797,22,0,0,0,1,0,0,0,1,744,GTB,7,2014,
49798,33,0,0,1,0,0,0,0,1,744,GTB,7,2014,
49799,Total,32,181,22,26,47,8,2,318,744,GTB,7,2014,
49800,3,0,4,0,0,0,0,0,4,756,GTB,10,2009,0.0
49801,4,0,199,0,69,0,3,0,271,756,GTB,10,2009,0.0
49802,12,0,2,0,3,0,1,1,7,756,GTB,10,2009,0.0
49803,15,0,57,0,60,0,12,1,130,756,GTB,10,2009,0.0
49804,18,0,1,0,0,0,0,0,1,756,GTB,10,2009,0.0
49805,22,0,1,0,7,0,2,0,10,756,GTB,10,2009,0.0
49806,27,0,0,0,0,0,0,0,0,756,GTB,10,2009,0.0
49807,33,0,0,0,1,0,0,11,12,756,GTB,10,2009,0.0
49808,Total,0,264,0,140,0,18,13,435,756,GTB,10,2009,0.0
49809,3,1,1,0,0,0,0,0,2,745,GTB,6,1999,
49810,4,18,6,1,0,0,0,0,25,745,GTB,6,1999,
49811,12,0,0,0,0,0,0,0,0,745,GTB,6,1999,
49812,15,0,1,0,1,0,0,0,2,745,GTB,6,1999,
49813,18,0,1,0,1,0,0,0,2,745,GTB,6,1999,
49814,22,0,0,0,0,0,0,0,0,745,GTB,6,1999,
49815,33,0,0,0,0,0,0,0,0,745,GTB,6,1999,
49816,Total,19,9,1,2,0,0,0,31,745,GTB,6,1999,
49817,3,1,0,0,0,0,0,1,2,775,GTB,10,1993,0.0
49818,4,0,4,0,1,0,0,0,5,775,GTB,10,1993,0.0
49819,12,0,0,0,0,0,1,0,1,775,GTB,10,1993,0.0
49820,15,0,4,1,1,0,9,0,15,775,GTB,10,1993,0.0
49821,18,0,0,0,0,0,0,0,0,775,GTB,10,1993,0.0
49822,22,0,0,0,0,0,0,0,0,775,GTB,10,1993,0.0
49823,27,0,0,0,0,0,0,0,0,775,GTB,10,1993,0.0
49824,33,0,0,0,0,0,0,0,0,775,GTB,10,1993,0.0
49825,Total,1,8,1,2,0,10,1,23,775,GTB,10,1993,0.0
49826,3,0,0,0,0,0,0,0,0,7613,GTB,10,2010,0.0
49827,4,0,88,30,27,0,5,0,154,7613,GTB,10,2010,4.0
49828,12,0,1,0,7,0,8,0,17,7613,GTB,10,2010,1.0
49829,15,0,16,3,5,0,1,0,25,7613,GTB,10,2010,0.0
49830,18,0,0,0,0,0,0,0,0,7613,GTB,10,2010,0.0
49831,22,0,0,0,1,0,0,0,1,7613,GTB,10,2010,0.0
49832,27,0,0,0,0,0,0,0,0,7613,GTB,10,2010,0.0
49833,33,0,1,0,0,0,0,0,1,7613,GTB,10,2010,0.0
49834,Total,0,106,33,40,0,14,0,198,7613,GTB,10,2010,5.0
49835,3,6,1,0,1,0,0,0,8,745,GTB,10,1998,0.0
49836,4,26,19,0,3,0,2,0,50,745,GTB,10,1998,0.0
49837,12,0,0,0,1,0,0,0,1,745,GTB,10,1998,0.0
49838,15,0,5,0,3,0,2,0,10,745,GTB,10,1998,0.0
49839,18,0,0,0,2,0,0,0,2,745,GTB,10,1998,0.0
49840,22,0,0,0,0,0,0,0,0,745,GTB,10,1998,0.0
49841,27,0,0,0,0,0,0,0,0,745,GTB,10,1998,0.0
49842,33,0,0,0,0,0,0,0,0,745,GTB,10,1998,0.0
49843,Total,32,25,0,10,0,4,0,71,745,GTB,10,1998,0.0
49844,3,0,0,0,0,0,0,0,0,756,GTB,6,2022,
49845,4,0,4,0,4,0,0,0,8,756,GTB,6,2022,
49846,12,0,0,0,0,0,0,0,0,756,GTB,6,2022,
49847,15,0,0,0,0,0,0,0,0,756,GTB,6,2022,
49848,18,0,0,0,0,0,0,0,0,756,GTB,6,2022,
49849,22,0,0,0,0,0,0,0,0,756,GTB,6,2022,
49850,33,0,0,0,0,0,0,1,1,756,GTB,6,2022,
49851,Total,0,4,0,4,0,0,1,9,756,GTB,6,2022,
49852,3,96,241,7,13,9,3,2,375,Caatinga,GTB,9,1986,4.0
49853,4,482,4115,361,669,164,147,8,5961,Caatinga,GTB,9,1986,15.0
49854,12,3,50,41,53,21,43,6,217,Caatinga,GTB,9,1986,0.0
49855,15,35,708,158,1030,146,254,11,2368,Caatinga,GTB,9,1986,26.0
49856,18,4,26,6,29,6,11,0,83,Caatinga,GTB,9,1986,1.0
49857,22,2,27,9,12,3,36,2,97,Caatinga,GTB,9,1986,6.0
49858,27,27,82,14,58,11,22,1,230,Caatinga,GTB,9,1986,15.0
49859,33,5,11,5,3,1,11,99,137,Caatinga,GTB,9,1986,2.0
49860,Total,654,5260,601,1867,361,527,129,9468,Caatinga,GTB,9,1986,69.0
49861,3,0,0,0,0,0,0,0,0,7614,GTB,6,1987,
49862,4,1,24,4,1,0,0,0,30,7614,GTB,6,1987,
49863,12,0,0,0,0,0,0,0,0,7614,GTB,6,1987,
49864,15,0,1,2,0,0,0,0,3,7614,GTB,6,1987,
49865,18,0,0,0,0,0,0,0,0,7614,GTB,6,1987,
49866,22,0,0,0,0,0,0,0,0,7614,GTB,6,1987,
49867,33,0,0,0,0,0,0,0,0,7614,GTB,6,1987,
49868,Total,1,25,6,1,0,0,0,33,7614,GTB,6,1987,
49869,3,0,0,0,0,0,0,0,0,7614,GTB,6,1995,
49870,4,2,19,4,3,0,1,0,29,7614,GTB,6,1995,
49871,12,0,0,0,0,0,0,0,0,7614,GTB,6,1995,
49872,15,0,1,2,0,0,0,0,3,7614,GTB,6,1995,
49873,18,0,0,0,1,0,0,0,1,7614,GTB,6,1995,
49874,22,0,0,0,0,0,0,0,0,7614,GTB,6,1995,
49875,33,0,0,0,0,0,0,0,0,7614,GTB,6,1995,
49876,Total,2,20,6,4,0,1,0,33,7614,GTB,6,1995,
49877,3,1,1,0,0,0,0,0,2,745,GTB,6,1985,
49878,4,21,3,1,0,0,0,0,25,745,GTB,6,1985,
49879,12,0,0,0,0,0,0,0,0,745,GTB,6,1985,
49880,15,0,0,0,1,0,0,0,1,745,GTB,6,1985,
49881,18,0,1,0,2,0,0,0,3,745,GTB,6,1985,
49882,22,0,0,0,0,0,0,0,0,745,GTB,6,1985,
49883,33,0,0,0,0,0,0,0,0,745,GTB,6,1985,
49884,Total,22,5,1,3,0,0,0,31,745,GTB,6,1985,
49885,3,0,1,0,0,0,0,0,1,7421,GTB,5,1996,0.0
49886,4,3,55,3,4,0,0,0,65,7421,GTB,5,1996,0.0
49887,12,0,0,0,1,0,1,0,2,7421,GTB,5,1996,0.0
49888,15,0,5,1,8,0,1,0,15,7421,GTB,5,1996,0.0
49889,18,0,0,0,1,0,0,0,1,7421,GTB,5,1996,0.0
49890,22,0,0,0,0,0,0,0,0,7421,GTB,5,1996,0.0
49891,27,0,0,0,0,0,0,0,0,7421,GTB,5,1996,0.0
49892,33,0,0,0,0,0,0,0,0,7421,GTB,5,1996,0.0
49893,Total,3,61,4,14,0,2,0,84,7421,GTB,5,1996,0.0
49894,3,1,0,0,0,0,0,0,1,751,GTB,7,2021,
49895,4,0,0,0,0,0,0,0,0,751,GTB,7,2021,
49896,12,0,0,0,1,0,0,0,1,751,GTB,7,2021,
49897,15,0,0,0,0,0,0,0,0,751,GTB,7,2021,
49898,18,0,0,0,0,0,0,0,0,751,GTB,7,2021,
49899,22,0,1,0,0,0,1,0,2,751,GTB,7,2021,
49900,33,0,0,0,0,0,0,0,0,751,GTB,7,2021,
49901,Total,1,1,0,1,0,1,0,4,751,GTB,7,2021,
49902,3,16,13,0,0,0,2,0,31,753,GTB,9,2013,0.0
49903,4,62,235,3,30,0,23,0,353,753,GTB,9,2013,0.0
49904,12,3,5,0,4,0,3,0,15,753,GTB,9,2013,0.0
49905,15,13,50,2,24,0,13,0,102,753,GTB,9,2013,0.0
49906,18,10,11,0,2,0,9,0,34,753,GTB,9,2013,2.0
49907,22,2,4,3,0,0,14,0,25,753,GTB,9,2013,2.0
49908,27,2,0,0,0,0,0,0,2,753,GTB,9,2013,0.0
49909,33,2,2,3,1,0,2,5,15,753,GTB,9,2013,0.0
49910,Total,110,320,11,61,0,66,5,577,753,GTB,9,2013,4.0
49911,3,20,13,0,1,0,0,0,34,746,GTB,10,1993,0.0
49912,4,21,102,0,9,0,1,0,133,746,GTB,10,1993,0.0
49913,12,0,2,0,0,0,1,0,3,746,GTB,10,1993,0.0
49914,15,0,5,0,6,0,0,0,11,746,GTB,10,1993,0.0
49915,18,0,0,0,1,0,0,0,1,746,GTB,10,1993,0.0
49916,22,0,1,0,1,0,2,0,4,746,GTB,10,1993,0.0
49917,27,0,0,0,0,0,0,0,0,746,GTB,10,1993,0.0
49918,33,0,0,0,0,0,0,1,1,746,GTB,10,1993,0.0
49919,Total,41,123,0,18,0,4,1,187,746,GTB,10,1993,0.0
49920,3,0,9,0,0,0,0,0,9,764,GTB,9,2012,0.0
49921,4,0,19,0,5,0,2,0,26,764,GTB,9,2012,0.0
49922,12,0,0,0,0,0,0,0,0,764,GTB,9,2012,0.0
49923,15,0,9,0,27,0,3,0,39,764,GTB,9,2012,0.0
49924,18,0,0,0,0,0,0,0,0,764,GTB,9,2012,0.0
49925,22,0,2,0,0,0,0,0,2,764,GTB,9,2012,0.0
49926,27,0,0,0,0,0,0,0,0,764,GTB,9,2012,0.0
49927,33,0,0,0,0,0,0,0,0,764,GTB,9,2012,0.0
49928,Total,0,39,0,32,0,5,0,76,764,GTB,9,2012,0.0
49929,3,15,6,0,0,0,0,0,21,746,GTB,7,2021,
49930,4,17,50,0,2,9,0,0,78,746,GTB,7,2021,
49931,12,0,0,0,0,0,0,0,0,746,GTB,7,2021,
49932,15,0,3,0,2,1,1,0,7,746,GTB,7,2021,
49933,18,0,0,0,0,0,0,0,0,746,GTB,7,2021,
49934,22,0,1,0,0,0,1,0,2,746,GTB,7,2021,
49935,33,0,0,0,0,0,0,0,0,746,GTB,7,2021,
49936,Total,32,60,0,4,10,2,0,108,746,GTB,7,2021,
49937,3,1,1,0,0,0,0,0,2,741,GTB,10,1996,0.0
49938,4,5,68,0,1,0,1,0,79,741,GTB,10,1996,4.0
49939,12,0,1,0,0,0,3,0,4,741,GTB,10,1996,0.0
49940,15,1,11,1,2,0,5,0,21,741,GTB,10,1996,1.0
49941,18,0,0,0,1,0,0,0,1,741,GTB,10,1996,0.0
49942,22,0,0,0,0,0,0,0,0,741,GTB,10,1996,0.0
49943,27,0,0,0,0,0,0,0,1,741,GTB,10,1996,1.0
49944,33,0,0,0,0,0,0,2,2,741,GTB,10,1996,0.0
49945,Total,7,81,1,4,0,9,2,110,741,GTB,10,1996,6.0
49946,3,1,0,0,0,0,0,0,1,751,GTB,7,2017,
49947,4,0,0,0,0,0,0,0,0,751,GTB,7,2017,
49948,12,0,1,0,0,0,0,0,1,751,GTB,7,2017,
49949,15,0,0,0,0,0,0,0,0,751,GTB,7,2017,
49950,18,0,0,0,0,0,0,0,0,751,GTB,7,2017,
49951,22,0,0,0,0,1,1,0,2,751,GTB,7,2017,
49952,33,0,0,0,0,0,0,0,0,751,GTB,7,2017,
49953,Total,1,1,0,0,1,1,0,4,751,GTB,7,2017,
49954,3,0,8,0,0,0,0,0,8,764,GTB,10,2008,0.0
49955,4,0,20,0,7,0,1,0,28,764,GTB,10,2008,0.0
49956,12,0,0,0,0,0,0,0,0,764,GTB,10,2008,0.0
49957,15,0,6,0,31,0,1,0,38,764,GTB,10,2008,0.0
49958,18,0,0,0,0,0,0,0,0,764,GTB,10,2008,0.0
49959,22,0,1,0,0,0,1,0,2,764,GTB,10,2008,0.0
49960,27,0,0,0,0,0,0,0,0,764,GTB,10,2008,0.0
49961,33,0,0,0,0,0,0,0,0,764,GTB,10,2008,0.0
49962,Total,0,35,0,38,0,3,0,76,764,GTB,10,2008,0.0
49963,3,17,4,0,1,0,0,0,22,746,GTB,6,1991,
49964,4,18,51,0,8,0,0,0,77,746,GTB,6,1991,
49965,12,0,0,0,0,0,0,0,0,746,GTB,6,1991,
49966,15,0,2,0,5,0,0,0,7,746,GTB,6,1991,
49967,18,0,0,0,0,0,0,0,0,746,GTB,6,1991,
49968,22,0,1,0,0,0,1,0,2,746,GTB,6,1991,
49969,33,0,0,0,0,0,0,0,0,746,GTB,6,1991,
49970,Total,35,58,0,14,0,1,0,108,746,GTB,6,1991,
49971,3,1,1,0,0,0,0,0,2,741,GTB,9,2002,0.0
49972,4,13,64,0,1,0,0,0,78,741,GTB,9,2002,0.0
49973,12,0,0,0,4,0,0,0,4,741,GTB,9,2002,0.0
49974,15,2,13,1,7,0,0,0,23,741,GTB,9,2002,0.0
49975,18,0,0,0,1,0,0,0,1,741,GTB,9,2002,0.0
49976,22,0,0,0,0,0,0,0,0,741,GTB,9,2002,0.0
49977,27,0,0,0,0,0,0,0,0,741,GTB,9,2002,0.0
49978,33,0,0,0,0,0,0,2,2,741,GTB,9,2002,0.0
49979,Total,16,78,1,13,0,0,2,110,741,GTB,9,2002,0.0
49980,3,3,16,0,1,0,0,0,20,7621,GTB,6,1987,
49981,4,1,22,0,3,0,0,1,27,7621,GTB,6,1987,
49982,12,0,0,0,1,0,0,0,1,7621,GTB,6,1987,
49983,15,0,4,1,11,0,0,0,16,7621,GTB,6,1987,
49984,18,0,0,0,0,0,0,0,0,7621,GTB,6,1987,
49985,22,0,0,0,0,0,0,0,0,7621,GTB,6,1987,
49986,33,0,0,0,0,0,0,0,0,7621,GTB,6,1987,
49987,Total,4,42,1,16,0,0,1,64,7621,GTB,6,1987,
49988,3,6,8,0,1,0,0,0,15,765,GTB,5,2007,0.0
49989,4,2,81,1,20,0,5,1,110,765,GTB,5,2007,0.0
49990,12,0,0,0,0,0,0,0,0,765,GTB,5,2007,0.0
49991,15,0,11,2,93,0,0,0,106,765,GTB,5,2007,0.0
49992,18,1,1,0,0,0,0,0,2,765,GTB,5,2007,0.0
49993,22,0,1,1,1,0,3,0,6,765,GTB,5,2007,0.0
49994,27,0,0,0,0,0,0,0,0,765,GTB,5,2007,0.0
49995,33,0,0,0,0,0,0,2,2,765,GTB,5,2007,0.0
49996,Total,9,102,4,115,0,8,3,241,765,GTB,5,2007,0.0
49997,3,1,0,0,0,0,0,0,1,751,GTB,7,1999,
49998,4,0,0,0,0,0,0,0,0,751,GTB,7,1999,
49999,12,0,1,0,0,0,0,0,1,751,GTB,7,1999,
50000,15,0,0,0,0,0,0,0,0,751,GTB,7,1999,
50001,18,0,0,0,0,0,0,0,0,751,GTB,7,1999,
50002,22,0,0,0,0,2,0,0,2,751,GTB,7,1999,
50003,33,0,0,0,0,0,0,0,0,751,GTB,7,1999,
50004,Total,1,1,0,0,2,0,0,4,751,GTB,7,1999,
50005,3,2,5,0,1,0,0,0,8,759,GTB,10,2003,0.0
50006,4,1,39,4,9,0,7,0,60,759,GTB,10,2003,0.0
50007,12,0,0,0,0,0,0,0,0,759,GTB,10,2003,0.0
50008,15,0,45,3,33,0,11,1,101,759,GTB,10,2003,8.0
50009,18,0,0,0,1,0,0,0,1,759,GTB,10,2003,0.0
50010,22,0,2,0,1,0,2,0,5,759,GTB,10,2003,0.0
50011,27,0,1,0,0,0,0,0,1,759,GTB,10,2003,0.0
50012,33,0,1,0,0,0,0,0,1,759,GTB,10,2003,0.0
50013,Total,3,93,7,45,0,20,1,177,759,GTB,10,2003,8.0
50014,3,0,0,0,0,0,0,0,0,7742,GTB,6,2012,
50015,4,0,0,0,0,0,0,0,0,7742,GTB,6,2012,
50016,12,0,0,0,0,0,0,0,0,7742,GTB,6,2012,
50017,15,0,1,0,3,0,1,0,5,7742,GTB,6,2012,
50018,18,0,0,0,0,0,0,0,0,7742,GTB,6,2012,
50019,22,0,0,0,0,0,0,0,0,7742,GTB,6,2012,
50020,33,0,0,0,0,0,0,0,0,7742,GTB,6,2012,
50021,Total,0,1,0,3,0,1,0,5,7742,GTB,6,2012,
50022,3,3,8,0,0,0,0,0,11,744,GTB,10,2016,0.0
50023,4,32,444,25,38,0,4,0,543,744,GTB,10,2016,0.0
50024,12,0,7,7,3,0,3,0,20,744,GTB,10,2016,0.0
50025,15,0,40,17,73,0,14,0,144,744,GTB,10,2016,0.0
50026,18,0,5,4,1,0,3,0,13,744,GTB,10,2016,0.0
50027,22,0,0,1,0,0,1,0,2,744,GTB,10,2016,0.0
50028,27,0,0,0,0,0,0,0,0,744,GTB,10,2016,0.0
50029,33,0,2,0,0,0,0,0,2,744,GTB,10,2016,0.0
50030,Total,35,506,54,115,0,25,0,735,744,GTB,10,2016,0.0
50031,3,5,12,0,1,0,0,0,18,763,GTB,9,2011,0.0
50032,4,27,148,5,20,7,0,0,207,763,GTB,9,2011,0.0
50033,12,1,3,5,4,2,0,0,15,763,GTB,9,2011,0.0
50034,15,2,34,7,82,14,7,0,146,763,GTB,9,2011,0.0
50035,18,0,0,0,0,0,0,0,0,763,GTB,9,2011,0.0
50036,22,0,0,2,0,0,1,1,4,763,GTB,9,2011,0.0
50037,27,0,0,0,0,0,0,0,0,763,GTB,9,2011,0.0
50038,33,0,0,0,0,0,0,3,3,763,GTB,9,2011,0.0
50039,Total,35,197,19,107,23,8,4,393,763,GTB,9,2011,0.0
50040,3,0,0,0,1,1,0,0,2,7615,GTB,9,2002,0.0
50041,4,0,126,29,22,8,0,1,186,7615,GTB,9,2002,0.0
50042,12,0,1,8,4,1,7,0,21,7615,GTB,9,2002,0.0
