,classes,3,4,12,15,18,22,33,Total,bacia,model,version,year,27
50043,15,0,11,9,26,7,7,0,60,7615,GTB,9,2002,0.0
50044,18,0,3,1,6,1,1,0,12,7615,GTB,9,2002,0.0
50045,22,0,1,0,1,0,2,0,4,7615,GTB,9,2002,0.0
50046,27,0,1,0,0,0,0,0,1,7615,GTB,9,2002,0.0
50047,33,0,0,0,0,0,0,2,2,7615,GTB,9,2002,0.0
50048,Total,0,143,47,60,18,17,3,288,7615,GTB,9,2002,0.0
50049,3,24,8,0,0,0,0,0,32,746,GTB,5,2016,0.0
50050,4,29,85,8,4,0,2,0,128,746,GTB,5,2016,0.0
50051,12,0,0,3,0,0,0,0,3,746,GTB,5,2016,0.0
50052,15,0,7,4,6,0,1,0,18,746,GTB,5,2016,0.0
50053,18,0,0,0,1,0,0,0,1,746,GTB,5,2016,0.0
50054,22,0,1,0,1,0,2,0,4,746,GTB,5,2016,0.0
50055,27,0,0,0,0,0,0,0,0,746,GTB,5,2016,0.0
50056,33,0,0,0,0,0,0,1,1,746,GTB,5,2016,0.0
50057,Total,53,101,15,12,0,5,1,187,746,GTB,5,2016,0.0
50058,3,0,0,0,0,0,0,0,0,7614,GTB,7,1992,
50059,4,0,18,0,1,8,2,0,29,7614,GTB,7,1992,
50060,12,0,0,0,0,0,0,0,0,7614,GTB,7,1992,
50061,15,0,1,0,0,2,1,0,4,7614,GTB,7,1992,
50062,18,0,0,0,0,0,0,0,0,7614,GTB,7,1992,
50063,22,0,0,0,0,0,0,0,0,7614,GTB,7,1992,
50064,33,0,0,0,0,0,0,0,0,7614,GTB,7,1992,
50065,Total,0,19,0,1,10,3,0,33,7614,GTB,7,1992,
50066,3,0,7,0,3,1,0,1,12,757,GTB,10,2019,0.0
50067,4,0,133,3,22,20,3,1,182,757,GTB,10,2019,0.0
50068,12,0,0,1,2,2,0,0,5,757,GTB,10,2019,0.0
50069,15,0,42,2,110,22,9,0,185,757,GTB,10,2019,0.0
50070,18,0,3,0,6,6,4,0,19,757,GTB,10,2019,0.0
50071,22,0,1,0,3,1,0,0,5,757,GTB,10,2019,0.0
50072,27,0,1,0,0,0,0,0,1,757,GTB,10,2019,0.0
50073,33,0,1,0,1,1,0,5,8,757,GTB,10,2019,0.0
50074,Total,0,188,6,147,53,16,7,417,757,GTB,10,2019,0.0
50075,3,0,0,0,0,0,0,0,0,7617,GTB,6,1985,
50076,4,0,99,28,4,0,3,0,134,7617,GTB,6,1985,
50077,12,0,0,2,3,0,0,0,5,7617,GTB,6,1985,
50078,15,0,0,3,8,0,2,0,13,7617,GTB,6,1985,
50079,18,0,0,3,1,0,0,0,4,7617,GTB,6,1985,
50080,22,0,0,0,0,0,0,0,0,7617,GTB,6,1985,
50081,33,0,0,0,0,0,0,30,30,7617,GTB,6,1985,
50082,Total,0,99,36,16,0,5,30,186,7617,GTB,6,1985,
50083,3,1,0,0,0,0,0,0,1,7618,GTB,5,1995,0.0
50084,4,0,101,0,9,0,1,0,112,7618,GTB,5,1995,1.0
50085,12,0,2,0,1,0,0,0,3,7618,GTB,5,1995,0.0
50086,15,1,7,3,53,0,1,0,65,7618,GTB,5,1995,0.0
50087,18,0,0,0,0,0,0,0,0,7618,GTB,5,1995,0.0
50088,22,0,0,0,0,0,1,0,1,7618,GTB,5,1995,0.0
50089,27,0,0,0,0,0,0,0,0,7618,GTB,5,1995,0.0
50090,33,0,0,0,0,0,0,0,0,7618,GTB,5,1995,0.0
50091,Total,2,110,3,63,0,3,0,182,7618,GTB,5,1995,1.0
50092,3,0,5,0,1,2,0,0,8,767,GTB,9,1996,0.0
50093,4,0,42,0,6,2,0,0,50,767,GTB,9,1996,0.0
50094,12,0,0,0,0,0,0,0,0,767,GTB,9,1996,0.0
50095,15,0,4,0,26,6,3,0,39,767,GTB,9,1996,0.0
50096,18,0,3,0,0,0,0,0,3,767,GTB,9,1996,0.0
50097,22,0,0,0,0,0,1,0,1,767,GTB,9,1996,0.0
50098,27,0,0,0,0,0,0,0,0,767,GTB,9,1996,0.0
50099,33,0,0,0,0,0,0,0,0,767,GTB,9,1996,0.0
50100,Total,0,54,0,33,10,4,0,101,767,GTB,9,1996,0.0
50101,3,4,3,0,1,0,0,0,8,745,GTB,9,2013,0.0
50102,4,20,31,0,1,0,2,0,54,745,GTB,9,2013,0.0
50103,12,0,0,0,0,0,1,0,1,745,GTB,9,2013,0.0
50104,15,0,4,0,3,0,1,0,8,745,GTB,9,2013,0.0
50105,18,0,0,0,0,0,0,0,0,745,GTB,9,2013,0.0
50106,22,0,0,0,0,0,0,0,0,745,GTB,9,2013,0.0
50107,27,0,0,0,0,0,0,0,0,745,GTB,9,2013,0.0
50108,33,0,0,0,0,0,0,0,0,745,GTB,9,2013,0.0
50109,Total,24,38,0,5,0,4,0,71,745,GTB,9,2013,0.0
50110,3,2,2,0,0,0,0,0,4,7422,GTB,5,1994,0.0
50111,4,9,97,2,16,0,4,1,129,7422,GTB,5,1994,0.0
50112,12,0,4,0,2,0,1,0,7,7422,GTB,5,1994,0.0
50113,15,1,15,1,17,0,10,0,44,7422,GTB,5,1994,0.0
50114,18,0,0,0,1,0,0,0,1,7422,GTB,5,1994,0.0
50115,22,0,0,0,0,0,0,0,0,7422,GTB,5,1994,0.0
50116,27,0,0,0,0,0,0,0,0,7422,GTB,5,1994,0.0
50117,33,0,1,0,0,0,0,1,2,7422,GTB,5,1994,0.0
50118,Total,12,119,3,36,0,15,2,187,7422,GTB,5,1994,0.0
50119,3,0,0,0,0,1,0,0,1,775,GTB,7,1985,
50120,4,0,1,0,1,0,0,0,2,775,GTB,7,1985,
50121,12,0,0,0,0,0,0,0,0,775,GTB,7,1985,
50122,15,0,1,1,3,0,1,0,6,775,GTB,7,1985,
50123,18,0,0,0,0,0,0,0,0,775,GTB,7,1985,
50124,22,0,0,0,0,0,0,0,0,775,GTB,7,1985,
50125,33,0,0,0,0,0,0,0,0,775,GTB,7,1985,
50126,Total,0,2,1,4,1,1,0,9,775,GTB,7,1985,
50127,3,0,0,0,0,0,0,0,0,772,GTB,7,2003,
50128,4,1,9,3,3,3,2,0,21,772,GTB,7,2003,
50129,12,0,0,0,0,0,0,0,0,772,GTB,7,2003,
50130,15,0,2,2,3,7,3,0,17,772,GTB,7,2003,
50131,18,0,0,0,1,0,0,0,1,772,GTB,7,2003,
50132,22,0,0,0,0,0,0,0,0,772,GTB,7,2003,
50133,33,0,0,0,0,0,0,0,0,772,GTB,7,2003,
50134,Total,1,11,5,7,10,5,0,39,772,GTB,7,2003,
50135,3,1,4,0,0,0,1,0,6,7619,GTB,5,2002,0.0
50136,4,10,209,34,17,0,8,0,278,7619,GTB,5,2002,0.0
50137,12,0,1,4,4,0,3,0,13,7619,GTB,5,2002,1.0
50138,15,0,6,3,44,0,5,0,58,7619,GTB,5,2002,0.0
50139,18,0,1,0,3,0,0,0,4,7619,GTB,5,2002,0.0
50140,22,0,1,0,0,0,0,0,1,7619,GTB,5,2002,0.0
50141,27,0,0,0,0,0,0,0,0,7619,GTB,5,2002,0.0
50142,33,1,0,1,0,0,0,0,2,7619,GTB,5,2002,0.0
50143,Total,12,222,42,68,0,17,0,362,7619,GTB,5,2002,1.0
50144,3,0,1,0,0,0,0,0,1,7618,GTB,9,2014,0.0
50145,4,0,89,10,10,1,0,0,110,7618,GTB,9,2014,0.0
50146,12,0,2,1,0,0,0,0,3,7618,GTB,9,2014,0.0
50147,15,0,12,1,15,35,3,0,66,7618,GTB,9,2014,0.0
50148,18,0,1,0,0,0,0,0,1,7618,GTB,9,2014,0.0
50149,22,0,0,0,0,0,1,0,1,7618,GTB,9,2014,0.0
50150,27,0,0,0,0,0,0,0,0,7618,GTB,9,2014,0.0
50151,33,0,0,0,0,0,0,0,0,7618,GTB,9,2014,0.0
50152,Total,0,105,12,25,36,4,0,182,7618,GTB,9,2014,0.0
50153,3,0,1,0,0,0,0,0,1,7618,GTB,10,2011,0.0
50154,4,0,77,13,9,5,1,0,111,7618,GTB,10,2011,6.0
50155,12,0,2,0,1,0,0,0,3,7618,GTB,10,2011,0.0
50156,15,0,7,3,24,21,5,1,65,7618,GTB,10,2011,4.0
50157,18,0,0,0,0,0,0,0,1,7618,GTB,10,2011,1.0
50158,22,0,0,0,0,0,1,0,1,7618,GTB,10,2011,0.0
50159,27,0,0,0,0,0,0,0,0,7618,GTB,10,2011,0.0
50160,33,0,0,0,0,0,0,0,0,7618,GTB,10,2011,0.0
50161,Total,0,87,16,34,26,7,1,182,7618,GTB,10,2011,11.0
50162,3,24,12,1,1,0,0,1,48,7741,GTB,10,1998,9.0
50163,4,15,80,10,13,5,6,1,144,7741,GTB,10,1998,14.0
50164,12,1,6,1,0,1,0,0,10,7741,GTB,10,1998,1.0
50165,15,1,41,9,41,17,22,1,153,7741,GTB,10,1998,21.0
50166,18,0,1,0,0,0,0,0,1,7741,GTB,10,1998,0.0
50167,22,0,1,0,0,0,0,0,1,7741,GTB,10,1998,0.0
50168,27,1,1,0,2,0,1,0,7,7741,GTB,10,1998,2.0
50169,33,0,0,0,0,0,0,0,0,7741,GTB,10,1998,0.0
50170,Total,42,142,21,57,23,29,3,364,7741,GTB,10,1998,47.0
50171,3,0,0,1,0,0,0,1,2,7615,GTB,9,1993,0.0
50172,4,0,132,29,19,7,10,0,197,7615,GTB,9,1993,0.0
50173,12,0,0,3,1,6,11,0,21,7615,GTB,9,1993,0.0
50174,15,0,6,8,14,11,16,0,55,7615,GTB,9,1993,0.0
50175,18,0,0,1,3,2,2,0,8,7615,GTB,9,1993,0.0
50176,22,0,0,0,1,0,2,0,3,7615,GTB,9,1993,0.0
50177,27,0,0,0,0,0,0,0,0,7615,GTB,9,1993,0.0
50178,33,0,0,0,0,0,0,2,2,7615,GTB,9,1993,0.0
50179,Total,0,138,42,38,26,41,3,288,7615,GTB,9,1993,0.0
50180,3,0,0,0,0,0,0,0,10,764,GTB,9,1985,10.0
50181,4,0,0,0,1,0,0,0,37,764,GTB,9,1985,36.0
50182,12,0,0,0,0,0,0,0,0,764,GTB,9,1985,0.0
50183,15,0,0,0,2,0,0,0,27,764,GTB,9,1985,25.0
50184,18,0,0,0,0,0,0,0,0,764,GTB,9,1985,0.0
50185,22,0,0,0,0,0,0,0,2,764,GTB,9,1985,2.0
50186,27,0,0,0,0,0,0,0,0,764,GTB,9,1985,0.0
50187,33,0,0,0,0,0,0,0,0,764,GTB,9,1985,0.0
50188,Total,0,0,0,3,0,0,0,76,764,GTB,9,1985,73.0
50189,3,1,0,0,0,0,0,0,1,775,GTB,6,1997,
50190,4,0,2,0,1,0,0,0,3,775,GTB,6,1997,
50191,12,1,0,0,0,0,0,0,1,775,GTB,6,1997,
50192,15,0,1,0,3,0,0,0,4,775,GTB,6,1997,
50193,18,0,0,0,0,0,0,0,0,775,GTB,6,1997,
50194,22,0,0,0,0,0,0,0,0,775,GTB,6,1997,
50195,33,0,0,0,0,0,0,0,0,775,GTB,6,1997,
50196,Total,2,3,0,4,0,0,0,9,775,GTB,6,1997,
50197,3,1,3,0,0,0,0,0,4,756,GTB,5,2019,0.0
50198,4,6,190,29,44,0,2,0,271,756,GTB,5,2019,0.0
50199,12,0,1,0,6,0,1,0,8,756,GTB,5,2019,0.0
50200,15,1,31,9,87,0,9,0,137,756,GTB,5,2019,0.0
50201,18,0,0,0,0,0,0,0,0,756,GTB,5,2019,0.0
50202,22,0,3,2,1,0,3,0,9,756,GTB,5,2019,0.0
50203,27,0,0,0,0,0,0,0,0,756,GTB,5,2019,0.0
50204,33,0,0,1,0,0,0,5,6,756,GTB,5,2019,0.0
50205,Total,8,228,41,138,0,15,5,435,756,GTB,5,2019,0.0
50206,3,0,0,0,0,0,0,0,0,755,GTB,6,2012,
50207,4,2,86,1,12,0,0,0,101,755,GTB,6,2012,
50208,12,0,0,1,1,0,1,0,3,755,GTB,6,2012,
50209,15,0,14,0,22,0,6,0,42,755,GTB,6,2012,
50210,18,1,1,0,2,0,1,0,5,755,GTB,6,2012,
50211,22,0,0,0,1,0,4,0,5,755,GTB,6,2012,
50212,33,1,1,0,0,0,0,1,3,755,GTB,6,2012,
50213,Total,4,102,2,38,0,12,1,159,755,GTB,6,2012,
50214,3,0,0,0,0,0,0,0,0,773,GTB,9,2019,0.0
50215,4,0,3,0,0,0,0,0,3,773,GTB,9,2019,0.0
50216,12,0,1,0,0,0,0,0,1,773,GTB,9,2019,0.0
50217,15,0,18,0,18,0,3,0,39,773,GTB,9,2019,0.0
50218,18,0,0,0,1,0,0,0,1,773,GTB,9,2019,0.0
50219,22,0,2,1,0,0,0,0,3,773,GTB,9,2019,0.0
50220,27,0,0,0,0,0,0,0,0,773,GTB,9,2019,0.0
50221,33,0,0,0,0,0,0,0,0,773,GTB,9,2019,0.0
50222,Total,0,24,1,19,0,3,0,47,773,GTB,9,2019,0.0
50223,3,0,15,0,2,0,0,0,17,7621,GTB,9,2010,0.0
50224,4,0,20,0,3,1,0,0,24,7621,GTB,9,2010,0.0
50225,12,0,1,0,0,0,0,0,1,7621,GTB,9,2010,0.0
50226,15,0,6,0,15,0,1,0,22,7621,GTB,9,2010,0.0
50227,18,0,0,0,0,0,0,0,0,7621,GTB,9,2010,0.0
50228,22,0,0,0,0,0,0,0,0,7621,GTB,9,2010,0.0
50229,27,0,0,0,0,0,0,0,0,7621,GTB,9,2010,0.0
50230,33,0,0,0,0,0,0,0,0,7621,GTB,9,2010,0.0
50231,Total,0,42,0,20,1,1,0,64,7621,GTB,9,2010,0.0
50232,3,2,0,0,1,0,0,0,3,7612,GTB,7,2010,
50233,4,3,47,0,11,4,1,0,66,7612,GTB,7,2010,
50234,12,0,1,0,1,3,2,0,7,7612,GTB,7,2010,
50235,15,0,10,0,12,3,1,0,26,7612,GTB,7,2010,
50236,18,0,0,0,0,0,0,0,0,7612,GTB,7,2010,
50237,22,0,0,0,1,0,0,0,1,7612,GTB,7,2010,
50238,33,0,0,0,0,0,3,0,3,7612,GTB,7,2010,
50239,Total,5,58,0,26,10,7,0,106,7612,GTB,7,2010,
50240,3,29,17,0,0,0,0,1,47,7741,GTB,9,1988,0.0
50241,4,48,75,11,8,16,2,1,161,7741,GTB,9,1988,0.0
50242,12,0,4,3,1,2,0,0,10,7741,GTB,9,1988,0.0
50243,15,17,53,6,42,11,3,0,132,7741,GTB,9,1988,0.0
50244,18,0,0,0,0,1,0,0,1,7741,GTB,9,1988,0.0
50245,22,0,0,0,1,0,0,0,1,7741,GTB,9,1988,0.0
50246,27,4,4,0,3,1,0,0,12,7741,GTB,9,1988,0.0
50247,33,0,0,0,0,0,0,0,0,7741,GTB,9,1988,0.0
50248,Total,98,153,20,55,31,5,2,364,7741,GTB,9,1988,0.0
50249,3,0,0,0,0,0,0,0,0,772,GTB,7,2008,
50250,4,1,6,4,8,0,1,0,20,772,GTB,7,2008,
50251,12,0,0,0,0,0,0,0,0,772,GTB,7,2008,
50252,15,1,2,1,9,1,4,0,18,772,GTB,7,2008,
50253,18,0,0,0,1,0,0,0,1,772,GTB,7,2008,
50254,22,0,0,0,0,0,0,0,0,772,GTB,7,2008,
50255,33,0,0,0,0,0,0,0,0,772,GTB,7,2008,
50256,Total,2,8,5,18,1,5,0,39,772,GTB,7,2008,
50257,3,0,3,0,0,0,0,0,3,755,GTB,10,2019,0.0
50258,4,0,144,0,19,0,1,0,164,755,GTB,10,2019,0.0
50259,12,0,1,0,3,0,0,0,4,755,GTB,10,2019,0.0
50260,15,0,40,0,32,0,3,0,75,755,GTB,10,2019,0.0
50261,18,0,6,0,6,0,1,0,13,755,GTB,10,2019,0.0
50262,22,0,1,0,2,0,7,0,11,755,GTB,10,2019,1.0
50263,27,0,0,0,0,0,0,0,0,755,GTB,10,2019,0.0
50264,33,0,2,0,0,0,2,1,5,755,GTB,10,2019,0.0
50265,Total,0,197,0,62,0,14,1,275,755,GTB,10,2019,1.0
50266,3,0,0,0,0,0,0,0,0,7742,GTB,7,2011,
50267,4,0,0,0,0,0,0,0,0,7742,GTB,7,2011,
50268,12,0,0,0,0,0,0,0,0,7742,GTB,7,2011,
50269,15,0,0,0,3,0,1,1,5,7742,GTB,7,2011,
50270,18,0,0,0,0,0,0,0,0,7742,GTB,7,2011,
50271,22,0,0,0,0,0,0,0,0,7742,GTB,7,2011,
50272,33,0,0,0,0,0,0,0,0,7742,GTB,7,2011,
50273,Total,0,0,0,3,0,1,1,5,7742,GTB,7,2011,
50274,3,0,0,0,0,0,0,0,0,7617,GTB,5,2011,0.0
50275,4,0,119,21,8,0,1,0,149,7617,GTB,5,2011,0.0
50276,12,0,1,1,2,0,1,0,5,7617,GTB,5,2011,0.0
50277,15,0,2,6,12,0,5,0,25,7617,GTB,5,2011,0.0
50278,18,0,2,0,4,0,0,0,6,7617,GTB,5,2011,0.0
50279,22,0,0,0,0,0,2,0,2,7617,GTB,5,2011,0.0
50280,27,0,0,0,0,0,0,0,0,7617,GTB,5,2011,0.0
50281,33,0,3,0,0,0,0,32,35,7617,GTB,5,2011,0.0
50282,Total,0,127,28,26,0,9,32,222,7617,GTB,5,2011,0.0
50283,3,8,10,0,0,0,0,0,18,763,GTB,5,2014,0.0
50284,4,23,149,11,18,0,1,0,202,763,GTB,5,2014,0.0
50285,12,0,3,7,5,0,0,0,15,763,GTB,5,2014,0.0
50286,15,0,22,1,114,0,14,0,151,763,GTB,5,2014,0.0
50287,18,0,0,0,0,0,0,0,0,763,GTB,5,2014,0.0
50288,22,0,0,3,0,0,1,0,4,763,GTB,5,2014,0.0
50289,27,0,0,0,0,0,0,0,0,763,GTB,5,2014,0.0
50290,33,1,0,0,0,0,0,2,3,763,GTB,5,2014,0.0
50291,Total,32,184,22,137,0,16,2,393,763,GTB,5,2014,0.0
50292,3,0,2,0,0,0,0,0,2,7615,GTB,9,2011,0.0
50293,4,0,104,41,19,10,2,1,178,7615,GTB,9,2011,1.0
50294,12,0,3,2,4,6,6,0,21,7615,GTB,9,2011,0.0
50295,15,0,11,13,31,7,8,0,70,7615,GTB,9,2011,0.0
50296,18,0,4,2,3,2,0,0,11,7615,GTB,9,2011,0.0
50297,22,0,1,1,0,0,2,0,4,7615,GTB,9,2011,0.0
50298,27,0,0,0,0,0,0,0,0,7615,GTB,9,2011,0.0
50299,33,0,0,0,0,0,0,2,2,7615,GTB,9,2011,0.0
50300,Total,0,125,59,57,25,18,3,288,7615,GTB,9,2011,1.0
50301,3,2,4,0,2,0,0,0,8,759,GTB,5,2001,0.0
50302,4,5,33,0,19,0,2,0,59,759,GTB,5,2001,0.0
50303,12,0,0,0,0,0,0,0,0,759,GTB,5,2001,0.0
50304,15,0,32,0,52,0,16,0,102,759,GTB,5,2001,2.0
50305,18,0,1,0,0,0,0,0,1,759,GTB,5,2001,0.0
50306,22,0,0,0,2,0,3,0,5,759,GTB,5,2001,0.0
50307,27,0,1,0,0,0,0,0,1,759,GTB,5,2001,0.0
50308,33,0,0,0,1,0,0,0,1,759,GTB,5,2001,0.0
50309,Total,7,71,0,76,0,21,0,177,759,GTB,5,2001,2.0
50310,3,3,6,0,0,0,0,0,9,759,GTB,9,2021,0.0
50311,4,1,45,2,5,0,2,0,55,759,GTB,9,2021,0.0
50312,12,0,0,0,0,0,0,0,0,759,GTB,9,2021,0.0
50313,15,3,38,7,36,0,15,0,99,759,GTB,9,2021,0.0
50314,18,0,1,0,1,0,0,0,2,759,GTB,9,2021,0.0
50315,22,0,0,3,1,0,2,0,6,759,GTB,9,2021,0.0
50316,27,0,1,0,3,0,0,0,4,759,GTB,9,2021,0.0
50317,33,0,1,0,0,0,1,0,2,759,GTB,9,2021,0.0
50318,Total,7,92,12,46,0,20,0,177,759,GTB,9,2021,0.0
50319,3,0,0,0,0,0,0,0,0,7613,GTB,5,1998,0.0
50320,4,4,84,38,22,0,3,0,152,7613,GTB,5,1998,1.0
50321,12,0,0,3,10,0,2,0,17,7613,GTB,5,1998,2.0
50322,15,0,3,13,7,0,4,0,27,7613,GTB,5,1998,0.0
50323,18,0,0,0,0,0,0,0,0,7613,GTB,5,1998,0.0
50324,22,0,0,0,1,0,0,0,1,7613,GTB,5,1998,0.0
50325,27,0,0,0,0,0,0,0,0,7613,GTB,5,1998,0.0
50326,33,0,0,0,0,0,0,1,1,7613,GTB,5,1998,0.0
50327,Total,4,87,54,40,0,9,1,198,7613,GTB,5,1998,3.0
50328,3,4,3,0,0,0,0,0,7,767,GTB,7,2007,
50329,4,9,15,1,14,0,0,0,39,767,GTB,7,2007,
50330,12,0,0,0,0,0,0,0,0,767,GTB,7,2007,
50331,15,0,6,0,24,1,1,0,32,767,GTB,7,2007,
50332,18,4,1,0,0,2,0,0,7,767,GTB,7,2007,
50333,22,0,0,0,0,0,0,0,0,767,GTB,7,2007,
50334,33,0,0,0,0,0,0,0,0,767,GTB,7,2007,
50335,Total,17,25,1,38,3,1,0,85,767,GTB,7,2007,
50336,3,0,17,0,0,0,0,0,17,7621,GTB,6,2013,
50337,4,0,18,1,3,0,0,0,22,7621,GTB,6,2013,
50338,12,0,0,0,1,0,0,0,1,7621,GTB,6,2013,
50339,15,0,4,1,18,0,1,0,24,7621,GTB,6,2013,
50340,18,0,0,0,0,0,0,0,0,7621,GTB,6,2013,
50341,22,0,0,0,0,0,0,0,0,7621,GTB,6,2013,
50342,33,0,0,0,0,0,0,0,0,7621,GTB,6,2013,
50343,Total,0,39,2,22,0,1,0,64,7621,GTB,6,2013,
50344,3,0,0,0,0,0,0,0,0,773,GTB,9,1991,0.0
50345,4,0,5,0,2,0,0,1,9,773,GTB,9,1991,1.0
50346,12,0,0,0,0,0,0,1,1,773,GTB,9,1991,0.0
50347,15,1,10,3,15,0,5,1,35,773,GTB,9,1991,0.0
50348,18,0,0,0,0,0,0,0,0,773,GTB,9,1991,0.0
50349,22,0,1,0,0,0,0,1,2,773,GTB,9,1991,0.0
50350,27,0,0,0,0,0,0,0,0,773,GTB,9,1991,0.0
50351,33,0,0,0,0,0,0,0,0,773,GTB,9,1991,0.0
50352,Total,1,16,3,17,0,5,4,47,773,GTB,9,1991,1.0
50353,3,0,1,0,0,0,0,0,2,741,GTB,5,1991,1.0
50354,4,24,56,0,0,0,1,0,81,741,GTB,5,1991,0.0
50355,12,0,0,0,1,0,2,0,3,741,GTB,5,1991,0.0
50356,15,0,13,1,6,0,2,0,22,741,GTB,5,1991,0.0
50357,18,0,0,0,0,0,0,0,0,741,GTB,5,1991,0.0
50358,22,0,0,0,0,0,0,0,0,741,GTB,5,1991,0.0
50359,27,0,0,0,0,0,0,0,0,741,GTB,5,1991,0.0
50360,33,0,0,0,0,0,0,2,2,741,GTB,5,1991,0.0
50361,Total,24,70,1,7,0,5,2,110,741,GTB,5,1991,1.0
50362,3,0,6,0,0,0,0,0,6,7622,GTB,7,2001,
50363,4,0,22,0,0,0,0,0,22,7622,GTB,7,2001,
50364,12,0,1,0,0,0,0,0,1,7622,GTB,7,2001,
50365,15,0,4,1,3,0,0,0,8,7622,GTB,7,2001,
50366,18,0,0,0,0,0,0,0,0,7622,GTB,7,2001,
50367,22,0,0,0,0,0,0,0,0,7622,GTB,7,2001,
50368,33,0,0,0,0,0,0,0,0,7622,GTB,7,2001,
50369,Total,0,33,1,3,0,0,0,37,7622,GTB,7,2001,
50370,3,2,2,0,0,0,0,0,4,7422,GTB,6,1989,
50371,4,6,80,5,7,0,2,1,101,7422,GTB,6,1989,
50372,12,0,1,1,2,0,2,0,6,7422,GTB,6,1989,
50373,15,0,10,0,16,0,3,0,29,7422,GTB,6,1989,
50374,18,0,0,0,0,0,1,0,1,7422,GTB,6,1989,
50375,22,0,0,0,0,0,0,0,0,7422,GTB,6,1989,
50376,33,0,0,0,0,0,0,2,2,7422,GTB,6,1989,
50377,Total,8,93,6,25,0,8,3,143,7422,GTB,6,1989,
50378,3,0,0,0,0,0,0,0,0,7617,GTB,9,1993,0.0
50379,4,0,89,37,7,14,5,0,152,7617,GTB,9,1993,0.0
50380,12,0,2,0,1,1,0,1,5,7617,GTB,9,1993,0.0
50381,15,0,2,5,8,3,5,1,24,7617,GTB,9,1993,0.0
50382,18,0,1,1,2,0,1,0,5,7617,GTB,9,1993,0.0
50383,22,0,0,0,0,0,1,0,1,7617,GTB,9,1993,0.0
50384,27,0,0,0,0,0,0,0,0,7617,GTB,9,1993,0.0
50385,33,0,0,0,0,0,0,35,35,7617,GTB,9,1993,0.0
50386,Total,0,94,43,18,18,12,37,222,7617,GTB,9,1993,0.0
50387,3,0,6,0,3,2,0,1,12,757,GTB,9,2019,0.0
50388,4,0,135,3,23,17,3,1,182,757,GTB,9,2019,0.0
50389,12,0,1,2,2,0,0,0,5,757,GTB,9,2019,0.0
50390,15,0,49,2,102,23,8,1,185,757,GTB,9,2019,0.0
50391,18,0,3,0,9,5,2,0,19,757,GTB,9,2019,0.0
50392,22,0,1,0,3,1,0,0,5,757,GTB,9,2019,0.0
50393,27,0,1,0,0,0,0,0,1,757,GTB,9,2019,0.0
50394,33,0,0,1,1,2,0,4,8,757,GTB,9,2019,0.0
50395,Total,0,196,8,143,50,13,7,417,757,GTB,9,2019,0.0
50396,3,6,2,0,0,0,0,0,8,745,GTB,9,2018,0.0
50397,4,34,16,0,3,0,2,0,55,745,GTB,9,2018,0.0
50398,12,0,0,0,0,0,1,0,1,745,GTB,9,2018,0.0
50399,15,0,2,0,4,0,1,0,7,745,GTB,9,2018,0.0
50400,18,0,0,0,0,0,0,0,0,745,GTB,9,2018,0.0
50401,22,0,0,0,0,0,0,0,0,745,GTB,9,2018,0.0
50402,27,0,0,0,0,0,0,0,0,745,GTB,9,2018,0.0
50403,33,0,0,0,0,0,0,0,0,745,GTB,9,2018,0.0
50404,Total,40,20,0,7,0,4,0,71,745,GTB,9,2018,0.0
50405,3,0,0,0,0,0,0,0,0,7616,GTB,7,2006,
50406,4,1,28,17,9,0,0,3,58,7616,GTB,7,2006,
50407,12,0,1,2,0,0,0,0,3,7616,GTB,7,2006,
50408,15,0,1,6,11,0,1,0,19,7616,GTB,7,2006,
50409,18,0,0,0,2,1,0,0,3,7616,GTB,7,2006,
50410,22,0,0,0,0,0,0,0,0,7616,GTB,7,2006,
50411,33,0,0,0,0,0,0,0,0,7616,GTB,7,2006,
50412,Total,1,30,25,22,1,1,3,83,7616,GTB,7,2006,
50413,3,14,3,0,1,0,2,0,20,751,GTB,10,2017,0.0
50414,4,65,67,1,7,0,0,0,140,751,GTB,10,2017,0.0
50415,12,1,1,1,5,0,0,0,8,751,GTB,10,2017,0.0
50416,15,10,11,0,13,0,6,0,40,751,GTB,10,2017,0.0
50417,18,3,1,0,2,0,6,0,12,751,GTB,10,2017,0.0
50418,22,0,3,0,2,0,4,0,10,751,GTB,10,2017,1.0
50419,27,0,0,0,0,0,0,0,0,751,GTB,10,2017,0.0
50420,33,0,1,1,0,0,1,1,4,751,GTB,10,2017,0.0
50421,Total,93,87,3,30,0,19,1,234,751,GTB,10,2017,1.0
50422,3,0,1,0,0,0,0,0,1,758,GTB,10,2022,0.0
50423,4,0,73,3,18,0,3,0,97,758,GTB,10,2022,0.0
50424,12,0,1,0,3,0,2,0,6,758,GTB,10,2022,0.0
50425,15,0,31,8,45,0,13,0,97,758,GTB,10,2022,0.0
50426,18,0,0,0,3,0,0,0,3,758,GTB,10,2022,0.0
50427,22,0,0,0,0,0,2,0,2,758,GTB,10,2022,0.0
50428,27,0,2,0,2,0,0,0,4,758,GTB,10,2022,0.0
50429,33,0,2,0,0,0,3,0,5,758,GTB,10,2022,0.0
50430,Total,0,110,11,71,0,23,0,215,758,GTB,10,2022,0.0
50431,3,134,227,1,11,4,4,1,383,Caatinga,GTB,10,2007,1.0
50432,4,329,4048,225,722,112,99,3,5540,Caatinga,GTB,10,2007,2.0
